time,error,ip,referrer
2022-11-16 03:13:17.044805, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044814, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044824, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044833, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044844, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044854, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044863, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044873, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044882, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044892, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044901, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044911, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044920, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044930, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044941, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044950, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044960, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044969, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044979, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.044995, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045005, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045015, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045024, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045033, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045044, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045054, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045064, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045073, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045083, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045092, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045102, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045111, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045120, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045130, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045140, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045150, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045160, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045169, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045178, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045188, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045197, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045213, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045223, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045232, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045243, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045253, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045263, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045272, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045281, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045290, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045300, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045309, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045319, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045328, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045339, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045349, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045359, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045368, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045377, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045387, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045396, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045406, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045415, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045431, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045442, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045452, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045462, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045471, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045480, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045489, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045499, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045508, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045518, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045527, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045539, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045548, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045558, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045567, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045576, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045586, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045595, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045604, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045614, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045623, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045641, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045651, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045660, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045670, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045679, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045688, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045698, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045707, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045717, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045726, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045737, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045747, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045757, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045766, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045775, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045785, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045794, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045804, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045813, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045823, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045833, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045843, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045860, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045869, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045879, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045888, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045897, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045907, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045916, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045926, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045937, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045947, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045956, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045966, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045975, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.045984, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.046004, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.046013, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.046023, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:13:17.046032, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.449987, php7:notice, 10.82.185.115, PHP Notice:  Undefined index: DOCKER_ENV in /people/home/gkuksa/public_html/index.php on line 3
2022-11-16 03:15:17.452204, php7:notice, 10.82.185.115, PHP Notice:  Undefined index: DOCKER_ENV in /people/home/gkuksa/logic/core.php on line 6
2022-11-16 03:15:17.455450, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455468, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455490, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455500, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455509, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455519, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455528, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455538, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455547, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455557, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455569, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455579, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455589, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455598, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455608, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455617, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455627, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455636, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455645, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455655, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455666, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455676, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455685, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455695, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455711, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455721, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455730, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455740, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455749, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455758, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455770, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455780, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455789, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455799, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455808, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455817, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455827, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455837, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455846, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455856, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455867, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455876, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455886, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455895, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455905, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455921, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455931, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455941, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455950, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455959, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455971, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455980, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455990, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.455999, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456009, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456018, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456027, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456037, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456046, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456056, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456067, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456076, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456086, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456095, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
2022-11-16 03:15:17.456104, php7:warn, 10.82.185.115, PHP Warning:  A non-numeric value encountered in /people/home/gkuksa/public_html/index.php on line 80
